ID,Education,JoiningYear,City,Age,ExperienceInCurrentDomain,PersonalityType,ProjectDescription,SoftSkill
751,Bachelors,2012,Pune,26,4,2,Project related to conducting user research using technology Java and framework Vue.,"['Collaboration', 'Listening skills', 'Decision-making']"
752,Masters,2017,Bangalore,28,3,1,Project related to preparing data analysis using technology Python and framework Django.,"['Networking', 'Adaptability to change', 'Listening skills', 'Problem-solving']"
753,Bachelors,2015,Bangalore,25,3,1,Project related to automating testing processes using technology Java and framework Flask.,"['Motivation', 'Emotional intelligence', 'Team management', 'Negotiation', 'Persuasion']"
754,Bachelors,2012,Bangalore,28,2,8,Project related to developing a chatbot using technology JavaScript and framework Flask.,"['Team management', 'Change management', 'Persuasion', 'Adaptability to change']"
755,Bachelors,2017,Pune,26,4,5,Project related to creating a data visualization dashboard using technology Ruby and framework React.,"['Collaboration', 'Risk management', 'Strategic thinking', 'Time management']"
756,Bachelors,2012,Bangalore,27,5,1,Project related to integrating various systems using technology CSS and framework Vue.,"['Time management', 'Networking', 'Interpersonal communication', 'Emotional intelligence', 'Data analysis', 'Decision-making']"
757,Masters,2016,New Delhi,28,1,5,Project related to automating testing processes using technology Java and framework React.,"['Ability to work in a diverse environment', 'Negotiation', 'Leadership', 'Problem-solving']"
758,Bachelors,2015,Pune,28,1,1,Project related to enhancing system performance using technology Ruby and framework Spring.,"['Organization', 'Risk management', 'Emotional intelligence', 'Adaptability to change', 'Time management']"
759,Masters,2017,Pune,24,2,1,Project related to developing a mobile application using technology C# and framework Vue.,"['Persuasion', 'Critical thinking', 'Flexibility']"
760,Bachelors,2015,Pune,25,3,2,Project related to creating a data visualization dashboard using technology Ruby and framework Angular.,"['Presentation skills', 'Networking', 'Ability to work in a diverse environment']"
761,Bachelors,2014,Bangalore,24,2,8,Project related to building a machine learning model using technology C# and framework Spring.,"['Teamwork', 'Change management', 'Risk management', 'Critical thinking']"
762,Bachelors,2016,Bangalore,28,3,1,Project related to creating user interfaces using technology Java and framework Flask.,"['Flexibility', 'Decision-making', 'Listening skills', 'Project management']"
763,Bachelors,2016,New Delhi,25,3,2,Project related to optimizing existing software using technology Ruby and framework Angular.,"['Persuasion', 'Presentation skills', 'Collaboration', 'Negotiation', 'Creativity', 'Emotional intelligence']"
764,Masters,2015,New Delhi,26,4,2,Project related to developing a chatbot using technology PHP and framework Flask.,"['Team management', 'Problem-solving', 'Assertiveness']"
765,Masters,2015,New Delhi,28,3,8,Project related to developing an API using technology PHP and framework Flask.,"['Critical assessment skills', 'Persuasion', 'Problem-solving', 'Risk management', 'Team management', 'Motivation']"
766,Bachelors,2013,New Delhi,24,2,1,Project related to integrating various systems using technology CSS and framework Spring.,"['Persuasion', 'Adaptability to change', 'Collaboration', 'Change management', 'Assertiveness', 'Strategic thinking']"
767,Bachelors,2014,Bangalore,24,2,7,Project related to designing a database schema using technology Ruby and framework Spring.,"['Team management', 'Risk management', 'Change management', 'Critical thinking', 'Emotional intelligence', 'Leadership']"
768,Bachelors,2018,Bangalore,26,4,6,Project related to creating a web application using technology JavaScript and framework Vue.,"['Team management', 'Change management', 'Networking', 'Creativity']"
769,Bachelors,2013,Bangalore,26,4,7,Project related to creating a data visualization dashboard using technology C# and framework Ruby on Rails.,"['Project management', 'Time management', 'Team management']"
770,Bachelors,2015,New Delhi,25,3,7,Project related to creating user interfaces using technology HTML and framework Django.,"['Problem-solving', 'Data analysis', 'Interpersonal communication', 'Organization', 'Assertiveness', 'Persuasion']"
771,Bachelors,2017,New Delhi,28,2,4,Project related to deploying applications to the cloud using technology Java and framework Django.,"['Stress management', 'Team management', 'Project management', 'Critical thinking', 'Adaptability to change', 'Listening skills']"
772,Bachelors,2016,Pune,25,3,4,Project related to writing technical documentation using technology CSS and framework Vue.,"['Stress management', 'Creativity', 'Motivation', 'Assertiveness']"
773,Masters,2013,New Delhi,25,3,4,Project related to developing a chatbot using technology Ruby and framework Vue.,"['Listening skills', 'Teamwork', 'Conflict management', 'Negotiation', 'Presentation skills']"
774,Bachelors,2017,Bangalore,24,2,7,Project related to creating a web application using technology HTML and framework React.,"['Flexibility', 'Problem-solving', 'Strategic thinking', 'Team management', 'Persuasion']"
775,Masters,2013,New Delhi,25,3,3,Project related to conducting user research using technology CSS and framework React.,"['Empathy', 'Conflict management', 'Adaptability to change', 'Decision-making', 'Motivation', 'Teamwork']"
776,Bachelors,2013,Bangalore,28,2,1,Project related to implementing security measures using technology CSS and framework Angular.,"['Leadership', 'Assertiveness', 'Team management']"
777,Masters,2014,Bangalore,27,5,2,Project related to implementing security measures using technology Ruby and framework Spring.,"['Conflict management', 'Interpersonal communication', 'Adaptability to change', 'Time management']"
778,Bachelors,2013,Bangalore,26,4,8,Project related to building a machine learning model using technology SQL and framework Flask.,"['Ability to work in a diverse environment', 'Risk management', 'Organization', 'Negotiation', 'Project management']"
779,Bachelors,2016,Bangalore,25,3,4,Project related to creating a web application using technology C# and framework Angular.,"['Project management', 'Networking', 'Emotional intelligence', 'Change management']"
780,Bachelors,2015,Pune,26,4,4,Project related to implementing security measures using technology JavaScript and framework Flask.,"['Organization', 'Adaptability to change', 'Teamwork', 'Assertiveness', 'Presentation skills', 'Ability to work in a diverse environment']"
781,Bachelors,2017,New Delhi,25,3,8,Project related to developing a mobile application using technology Java and framework Flask.,"['Assertiveness', 'Collaboration', 'Change management', 'Project management', 'Negotiation']"
782,Bachelors,2013,Bangalore,26,4,1,Project related to implementing security measures using technology SQL and framework Ruby on Rails.,"['Conflict management', 'Critical thinking', 'Team management', 'Strategic thinking', 'Motivation']"
783,Bachelors,2013,Pune,27,5,6,Project related to creating user interfaces using technology JavaScript and framework Vue.,"['Negotiation', 'Collaboration', 'Data analysis', 'Decision-making', 'Problem-solving', 'Leadership']"
784,Bachelors,2015,Pune,25,3,1,Project related to automating testing processes using technology Ruby and framework Vue.,"['Conflict management', 'Ability to work in a diverse environment', 'Flexibility', 'Team management', 'Assertiveness', 'Empathy']"
785,Bachelors,2016,Bangalore,25,3,5,Project related to building a machine learning model using technology CSS and framework React.,"['Risk management', 'Presentation skills', 'Decision-making', 'Stress management']"
786,Bachelors,2017,Bangalore,25,3,6,Project related to creating a data visualization dashboard using technology SQL and framework Flask.,"['Strategic thinking', 'Problem-solving', 'Flexibility']"
787,Bachelors,2016,Pune,28,1,6,Project related to implementing a data management system using technology Ruby and framework Flask.,"['Team management', 'Collaboration', 'Listening skills']"
788,Bachelors,2018,Bangalore,24,2,3,Project related to developing a chatbot using technology Python and framework Vue.,"['Team management', 'Networking', 'Adaptability to change', 'Data analysis', 'Creativity', 'Conflict management']"
789,Masters,2015,Pune,28,3,7,Project related to enhancing system performance using technology JavaScript and framework Ruby on Rails.,"['Data analysis', 'Persuasion', 'Adaptability to change']"
790,Bachelors,2017,Bangalore,26,4,1,Project related to building a machine learning model using technology Python and framework Angular.,"['Time management', 'Interpersonal communication', 'Flexibility', 'Persuasion', 'Change management']"
791,Masters,2017,Pune,26,4,5,Project related to creating a web application using technology SQL and framework Vue.,"['Negotiation', 'Listening skills', 'Collaboration']"
792,Bachelors,2017,New Delhi,27,5,5,Project related to creating a responsive design using technology Ruby and framework React.,"['Persuasion', 'Stress management', 'Time management', 'Change management', 'Critical assessment skills', 'Decision-making']"
